-107.417,0.0000998864
-104.524,0.000118158
-101.618,0.000153571
-96.402,0.000219606
-92.9119,0.000304343
-90.0085,0.000386303
-87.1001,0.000506696
-84.1879,0.000681723
-80.7038,0.000907814
-76.6413,0.00124762
-73.1619,0.00160981
-69.1067,0.0021088
-63.8996,0.0028517
-58.1236,0.00373972
-50.6289,0.00484218
-39.6995,0.00600593
-26.6047,0.00678353
-14.4403,0.00703381
-1.69818,0.00689445
10.7804,0.00637752
23.8829,0.00539859
35.3843,0.0043325
47.3872,0.00328887
57.0988,0.00254563
66.2355,0.001953
74.2274,0.00152018
81.0739,0.0011965
87.9181,0.000927302
94.76,0.000708109
101.6,0.000534844
108.441,0.000405799
115.285,0.000313287
122.703,0.000242801
132.989,0.000189001
145.588,0.000167359
157.859,0.000164574
170.811,0.000153713
183.412,0.000138137
196.02,0.000129224
203.381,0.000125965
209.779,0.000124584
215.814,0.000124219
222.386,0.000115512
230.313,0.000117475
234.996,0.000109798
237.193,0.0000966269
240.664,0.00010804
244.137,0.000122498
247.623,0.000117142
252.402,0.00010361
260.711,0.000117475
265.528,0.00010361
268.959,0.0000888657
271.904,0.000105424
275.221,0.000119126
279.387,0.000136966
280.324,0.000124722
284.298,0.0000946903
291.114,0.0000610478
291.78,0.0000740377
297.305,0.000102174
299.409,0.000125965
303.861,0.000144101
309.072,0.000119126
311.826,0.0000941521
315.219,0.0000741219
320.718,0.0000618242
325.6,0.0000840411
327.345,0.000117816
329.7,0.000176217
331.087,0.000243458
333.063,0.000373756
335.631,0.00065253
337.986,0.000977198
340.334,0.00140177
343.251,0.00194265
348.457,0.00261538
355.381,0.0034338
365.4,0.00448573
377.145,0.0043097
386.346,0.0033101
392.046,0.00262044
396.019,0.00197544
398.832,0.00137762
400.87,0.000891983
402.157,0.000632272
403.25,0.000442636
404.903,0.000281722
405.404,0.000174187
407.063,0.000115451
407.1,0.000147251
407.377,0.0000729857
408.66,0.0000507185
410.909,0.0000373828
414.388,0.000027967
417.149,0.0000236097
