-79.6522,0.0000651259
-78.4407,0.000114491
-74.5296,0.000147899
-71.3008,0.00021444
-68.0725,0.000311655
-64.8376,0.000437671
-61.6072,0.000629352
-57.7306,0.00097271
-54.4973,0.00137738
-51.2685,0.00199707
-47.3829,0.00294401
-43.4908,0.00419859
-38.9374,0.00594565
-33.0633,0.00839635
-22.5572,0.0111736
-8.02599,0.0106203
5.2297,0.00800787
16.5056,0.00602518
29.7668,0.00441529
43.5353,0.0033385
58.6496,0.00257474
72.8298,0.00193681
86.7544,0.00139458
100.676,0.00102008
115.251,0.00077418
129.811,0.00063294
144.097,0.000544339
158.905,0.000484643
173.09,0.000428476
187.719,0.000403556
202.514,0.000385505
217.054,0.000349893
231.583,0.000335757
246.117,0.000315101
260.658,0.000284891
275.183,0.000278775
289.725,0.000250565
295.32,0.000227766
299.731,0.000257876
304.229,0.000274873
311.26,0.000258017
314.835,0.000217187
322.004,0.000152802
325.495,0.000130349
330.838,0.000183226
334.609,0.000251847
337.843,0.000355947
341.08,0.000492245
344.966,0.00072565
348.862,0.00101229
353.422,0.00138791
360.62,0.00192363
372.875,0.00215485
383.093,0.00163704
389.101,0.00115332
393.789,0.000814788
397.157,0.000571519
399.86,0.00041241
402.57,0.000287807
404.624,0.000196514
406.666,0.000142305
408.279,0.0000973222
410.752,0.0000740952
411.155,0.0000506548
413.537,0.0000349844
415.587,0.0000243603
